T27,CO2 emission estimates,,,,,
760,Syrian Arab Republic,2015,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
760,Syrian Arab Republic,2017,Emissions per capita (metric tons of carbon dioxide),1.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
760,Syrian Arab Republic,2018,Emissions per capita (metric tons of carbon dioxide),1.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
760,Syrian Arab Republic,2019,Emissions per capita (metric tons of carbon dioxide),1.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2005,Emissions (thousand metric tons of carbon dioxide),2368,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2010,Emissions (thousand metric tons of carbon dioxide),2331,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2015,Emissions (thousand metric tons of carbon dioxide),4286,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2017,Emissions (thousand metric tons of carbon dioxide),5986,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2018,Emissions (thousand metric tons of carbon dioxide),6941,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2019,Emissions (thousand metric tons of carbon dioxide),7683,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2005,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2010,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2015,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2017,Emissions per capita (metric tons of carbon dioxide),0.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2018,Emissions per capita (metric tons of carbon dioxide),0.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
762,Tajikistan,2019,Emissions per capita (metric tons of carbon dioxide),0.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,1975,Emissions (thousand metric tons of carbon dioxide),23431,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,1985,Emissions (thousand metric tons of carbon dioxide),44253,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2005,Emissions (thousand metric tons of carbon dioxide),205333,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2010,Emissions (thousand metric tons of carbon dioxide),226703,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2015,Emissions (thousand metric tons of carbon dioxide),253429,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2017,Emissions (thousand metric tons of carbon dioxide),249347,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2018,Emissions (thousand metric tons of carbon dioxide),246732,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2019,Emissions (thousand metric tons of carbon dioxide),256939,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,1975,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,1985,Emissions per capita (metric tons of carbon dioxide),0.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2005,Emissions per capita (metric tons of carbon dioxide),3.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2010,Emissions per capita (metric tons of carbon dioxide),3.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2015,Emissions per capita (metric tons of carbon dioxide),3.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2017,Emissions per capita (metric tons of carbon dioxide),3.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2018,Emissions per capita (metric tons of carbon dioxide),3.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
764,Thailand,2019,Emissions per capita (metric tons of carbon dioxide),3.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2005,Emissions (thousand metric tons of carbon dioxide),9018,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2010,Emissions (thousand metric tons of carbon dioxide),8463,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2015,Emissions (thousand metric tons of carbon dioxide),7286,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2017,Emissions (thousand metric tons of carbon dioxide),7585,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2018,Emissions (thousand metric tons of carbon dioxide),7084,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2019,Emissions (thousand metric tons of carbon dioxide),8089,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2005,Emissions per capita (metric tons of carbon dioxide),4.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2010,Emissions per capita (metric tons of carbon dioxide),4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2015,Emissions per capita (metric tons of carbon dioxide),3.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2017,Emissions per capita (metric tons of carbon dioxide),3.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2018,Emissions per capita (metric tons of carbon dioxide),3.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
807,North Macedonia,2019,Emissions per capita (metric tons of carbon dioxide),3.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,1975,Emissions (thousand metric tons of carbon dioxide),458,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,1985,Emissions (thousand metric tons of carbon dioxide),480,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2005,Emissions (thousand metric tons of carbon dioxide),1327,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2010,Emissions (thousand metric tons of carbon dioxide),2527,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2015,Emissions (thousand metric tons of carbon dioxide),1492,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2017,Emissions (thousand metric tons of carbon dioxide),1730,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2018,Emissions (thousand metric tons of carbon dioxide),1951,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2019,Emissions (thousand metric tons of carbon dioxide),2018,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,1975,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,1985,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2005,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2010,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2015,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2017,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2018,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
768,Togo,2019,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
780,Trinidad and Tobago,1975,Emissions (thousand metric tons of carbon dioxide),4614,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
780,Trinidad and Tobago,1985,Emissions (thousand metric tons of carbon dioxide),6717,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
