T26,Population employed in research and development (R&D),,,,,
826,United Kingdom,2010,R & D personnel: Researchers - total (number in full-time equivalent),256585,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2010,R & D personnel: Technicians - total (number in full-time equivalent),59290,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),34891,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2015,R & D personnel: Total (number in full-time equivalent),413860,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2015,R & D personnel: Researchers - total (number in full-time equivalent),284483,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2015,R & D personnel: Technicians - total (number in full-time equivalent),88910,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),40468,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2016,R & D personnel: Total (number in full-time equivalent),417390,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2016,R & D personnel: Researchers - total (number in full-time equivalent),288922,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2016,R & D personnel: Technicians - total (number in full-time equivalent),86547,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2016,R & D personnel: Other supporting staff - total (number in full-time equivalent),41921,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2018,R & D personnel: Total (number in full-time equivalent),469647,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2018,R & D personnel: Researchers - total (number in full-time equivalent),309074,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,R & D personnel: Total (number in full-time equivalent),2929,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,R & D personnel: Researchers - total (number in full-time equivalent),1600,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,R & D personnel: Researchers - women (number in full-time equivalent),393,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,R & D personnel: Technicians - total (number in full-time equivalent),472,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,R & D personnel: Technicians - women (number in full-time equivalent),112,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),857,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),310,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2013,R & D personnel: Total (number in full-time equivalent),1967,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2013,R & D personnel: Researchers - total (number in full-time equivalent),929,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2013,R & D personnel: Researchers - women (number in full-time equivalent),228,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2013,R & D personnel: Technicians - total (number in full-time equivalent),301,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2013,R & D personnel: Technicians - women (number in full-time equivalent),62,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2013,R & D personnel: Other supporting staff - total (number in full-time equivalent),737,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2013,R & D personnel: Other supporting staff - women (number in full-time equivalent),277,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
840,United States of America,2005,R & D personnel: Researchers - total (number in full-time equivalent),1104019,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
840,United States of America,2010,R & D personnel: Researchers - total (number in full-time equivalent),1200535,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
840,United States of America,2015,R & D personnel: Researchers - total (number in full-time equivalent),1369457,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
